ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Trump,1/13/2020 12:00:00 AM,$0.52,$0.52,$0.50,$0.51,15982
Gillibrand,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/13/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,10983
Haley,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,400
Ryan,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,400
Brown,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/13/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.06,19795
Yang,1/13/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,7740
Buttigieg,1/13/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,7168
Gabbard,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,400
Clinton,1/13/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,5944
Steyer,1/13/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,54806
Harris,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/14/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.07,25422
Booker,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13
Kasich,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,21115
Biden,1/14/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,24832
Sanders,1/14/2020 12:00:00 AM,$0.22,$0.23,$0.19,$0.19,35606
Pence,1/14/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,18432
Trump,1/14/2020 12:00:00 AM,$0.51,$0.51,$0.50,$0.50,23784
Gillibrand,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/14/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,279686
Haley,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,24851
Ryan,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
O'Rourke,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Brown,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/14/2020 12:00:00 AM,$0.06,$0.07,$0.05,$0.07,42888
Yang,1/14/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,16793
Buttigieg,1/14/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,34821
Gabbard,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Clinton,1/14/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,7374
Steyer,1/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,18550
Harris,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,485
Warren,1/15/2020 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,19444
Booker,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,38
Kasich,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4000
Biden,1/15/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,18771
Sanders,1/15/2020 12:00:00 AM,$0.19,$0.21,$0.19,$0.21,17439
Pence,1/15/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,7561
Trump,1/15/2020 12:00:00 AM,$0.50,$0.51,$0.49,$0.50,22125
Gillibrand,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,24221
Haley,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,12869
Ryan,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/15/2020 12:00:00 AM,$0.07,$0.08,$0.06,$0.07,26544
Yang,1/15/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,16590
Buttigieg,1/15/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,17770
Gabbard,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1349
Clinton,1/15/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,11442
Steyer,1/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5617
Harris,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/16/2020 12:00:00 AM,$0.07,$0.07,$0.05,$0.05,26079
Booker,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Biden,1/16/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.21,17534
Sanders,1/16/2020 12:00:00 AM,$0.21,$0.23,$0.19,$0.22,19857
Pence,1/16/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,16237
Trump,1/16/2020 12:00:00 AM,$0.50,$0.51,$0.49,$0.51,17237
Gillibrand,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,48597
Haley,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3000
Ryan,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/16/2020 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,13239
Yang,1/16/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,13386
Buttigieg,1/16/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,9261
Gabbard,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/16/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,6292
Steyer,1/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25002
Harris,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,876
Warren,1/17/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,16309
Booker,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Kasich,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2000
Biden,1/17/2020 12:00:00 AM,$0.21,$0.23,$0.21,$0.21,12686
Sanders,1/17/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.23,14558
Pence,1/17/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6169
Trump,1/17/2020 12:00:00 AM,$0.51,$0.51,$0.49,$0.49,13662
Gillibrand,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13759
Haley,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,890
Ryan,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Brown,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/17/2020 12:00:00 AM,$0.07,$0.09,$0.06,$0.07,48760
Yang,1/17/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,13139
Buttigieg,1/17/2020 12:00:00 AM,$0.05,$0.06,$0.04,$0.05,31187
Gabbard,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Clinton,1/17/2020 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,19360
Steyer,1/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/18/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,10501
Booker,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,900
Biden,1/18/2020 12:00:00 AM,$0.21,$0.22,$0.21,$0.21,8222
Sanders,1/18/2020 12:00:00 AM,$0.23,$0.23,$0.21,$0.22,7987
Pence,1/18/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,727
Trump,1/18/2020 12:00:00 AM,$0.49,$0.50,$0.49,$0.49,12189
Gillibrand,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2545
Haley,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/18/2020 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,1734
Yang,1/18/2020 12:00:00 AM,$0.04,$0.06,$0.04,$0.04,28207
Buttigieg,1/18/2020 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,3465
Gabbard,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/18/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,572
Steyer,1/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15
Warren,1/19/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,7583
Booker,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,8000
Biden,1/19/2020 12:00:00 AM,$0.21,$0.23,$0.21,$0.22,12448
Sanders,1/19/2020 12:00:00 AM,$0.22,$0.22,$0.21,$0.21,5472
Pence,1/19/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2707
Trump,1/19/2020 12:00:00 AM,$0.49,$0.51,$0.49,$0.49,9922
Gillibrand,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/19/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,116107
Haley,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,206
Ryan,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/19/2020 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,8194
Yang,1/19/2020 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,4038
Buttigieg,1/19/2020 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,7480
Gabbard,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/19/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,19044
Steyer,1/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,968
Warren,1/20/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,26733
Booker,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,868
Kasich,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,27859
Biden,1/20/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,13856
Sanders,1/20/2020 12:00:00 AM,$0.21,$0.22,$0.19,$0.19,9999
Pence,1/20/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6561
Trump,1/20/2020 12:00:00 AM,$0.49,$0.51,$0.49,$0.49,13732
Gillibrand,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Zuckerberg,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/20/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,26888
Haley,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11815
Ryan,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Brown,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/20/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,36914
Yang,1/20/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.05,12819
Buttigieg,1/20/2020 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,10578
Gabbard,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Clinton,1/20/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,6587
Steyer,1/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Harris,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/21/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,4020
Booker,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5000
Biden,1/21/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,23232
Sanders,1/21/2020 12:00:00 AM,$0.19,$0.20,$0.18,$0.18,6699
Pence,1/21/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1649
Trump,1/21/2020 12:00:00 AM,$0.49,$0.50,$0.49,$0.49,15552
Gillibrand,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/21/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,18059
Haley,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6026
Ryan,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,151
Brown,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/21/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,10716
Yang,1/21/2020 12:00:00 AM,$0.05,$0.05,$0.03,$0.05,5696
Buttigieg,1/21/2020 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,5805
Gabbard,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,17
Clinton,1/21/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,5631
Steyer,1/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,133
Harris,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/22/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,17331
Booker,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Biden,1/22/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,16051
Sanders,1/22/2020 12:00:00 AM,$0.18,$0.24,$0.18,$0.21,35414
Pence,1/22/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,12569
Trump,1/22/2020 12:00:00 AM,$0.49,$0.50,$0.49,$0.50,15833
Gillibrand,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/22/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,11731
Haley,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
O'Rourke,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/22/2020 12:00:00 AM,$0.06,$0.08,$0.06,$0.07,19715
Yang,1/22/2020 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,23459
Buttigieg,1/22/2020 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,18960
Gabbard,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Clinton,1/22/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,8555
Steyer,1/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Harris,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/23/2020 12:00:00 AM,$0.06,$0.06,$0.04,$0.04,37042
Booker,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7850
Biden,1/23/2020 12:00:00 AM,$0.22,$0.22,$0.20,$0.21,20837
Sanders,1/23/2020 12:00:00 AM,$0.21,$0.22,$0.21,$0.22,13628
Pence,1/23/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6343
Trump,1/23/2020 12:00:00 AM,$0.50,$0.50,$0.49,$0.50,13966
Gillibrand,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/23/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,17345
Haley,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6000
Ryan,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/23/2020 12:00:00 AM,$0.07,$0.09,$0.06,$0.08,30043
Yang,1/23/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,8690
Buttigieg,1/23/2020 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,23475
Gabbard,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,216
Clinton,1/23/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,16973
Steyer,1/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Harris,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/24/2020 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,33902
Booker,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Kasich,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1443
Biden,1/24/2020 12:00:00 AM,$0.21,$0.21,$0.20,$0.21,8995
Sanders,1/24/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,25503
Pence,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4421
Trump,1/24/2020 12:00:00 AM,$0.50,$0.50,$0.48,$0.49,13904
Gillibrand,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/24/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,9171
Haley,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2500
Ryan,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/24/2020 12:00:00 AM,$0.08,$0.09,$0.07,$0.07,7216
Yang,1/24/2020 12:00:00 AM,$0.04,$0.07,$0.04,$0.06,25133
Buttigieg,1/24/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,16775
Gabbard,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,893
Clinton,1/24/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,10280
Steyer,1/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/25/2020 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,34854
Booker,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Biden,1/25/2020 12:00:00 AM,$0.21,$0.21,$0.19,$0.19,32973
Sanders,1/25/2020 12:00:00 AM,$0.22,$0.26,$0.22,$0.25,30585
Pence,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5563
Trump,1/25/2020 12:00:00 AM,$0.49,$0.50,$0.48,$0.49,16183
Gillibrand,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/25/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,58779
Haley,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/25/2020 12:00:00 AM,$0.07,$0.13,$0.07,$0.07,24629
Yang,1/25/2020 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,5091
Buttigieg,1/25/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,14131
Gabbard,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/25/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,6581
Steyer,1/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Warren,1/26/2020 12:00:00 AM,$0.05,$0.05,$0.03,$0.05,34279
Booker,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Biden,1/26/2020 12:00:00 AM,$0.19,$0.20,$0.18,$0.18,27389
Sanders,1/26/2020 12:00:00 AM,$0.25,$0.28,$0.25,$0.27,20708
Pence,1/26/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4536
Trump,1/26/2020 12:00:00 AM,$0.49,$0.50,$0.48,$0.48,18831
Gillibrand,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/26/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,11826
Haley,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3431
Ryan,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/26/2020 12:00:00 AM,$0.07,$0.08,$0.07,$0.08,13242
Yang,1/26/2020 12:00:00 AM,$0.05,$0.07,$0.04,$0.05,27464
Buttigieg,1/26/2020 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,22687
Gabbard,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/26/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,6199
Steyer,1/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/27/2020 12:00:00 AM,$0.05,$0.05,$0.03,$0.04,25915
Booker,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
